season,temp,atemp,windspeed,Month,count
2,28.7,32.575,12.998,6,232
2,27.88,31.82,8.9981,6,167
2,27.06,30.305,15.0013,6,152
2,27.06,30.305,12.998,6,92
3,27.06,31.06,0.0,7,68
3,27.06,31.06,0.0,7,31
3,25.42,30.305,0.0,7,13
3,26.24,31.06,0.0,7,11
3,25.42,31.06,0.0,7,6
3,24.6,30.305,8.9981,7,30
3,25.42,30.305,8.9981,7,108
3,27.06,31.06,7.0015,7,243
3,28.7,31.82,11.0014,7,492
3,30.34,32.575,11.0014,7,260
3,31.16,33.335,11.0014,7,170
3,32.8,34.85,0.0,7,214
3,32.8,34.85,0.0,7,263
3,32.8,34.09,0.0,7,292
3,33.62,34.85,12.998,7,303
3,33.62,34.85,16.9979,7,381
3,33.62,34.85,0.0,7,427
3,33.62,34.85,12.998,7,461
3,32.8,34.09,16.9979,7,422
3,31.98,33.335,12.998,7,318
3,29.52,32.575,15.0013,7,269
3,28.7,31.82,12.998,7,218
3,28.7,31.82,0.0,7,222
3,27.88,31.82,6.0032,7,140
3,27.88,31.82,6.0032,7,115
3,27.06,31.06,0.0,7,78
3,26.24,31.06,0.0,7,52
3,26.24,31.06,0.0,7,26
3,25.42,30.305,0.0,7,11
3,23.78,27.275,7.0015,7,14
3,25.42,30.305,7.0015,7,32
3,26.24,30.305,0.0,7,45
3,27.88,31.82,0.0,7,132
3,30.34,33.335,6.0032,7,179
3,32.8,35.605,0.0,7,271
3,32.8,35.605,6.0032,7,357
3,33.62,35.605,8.9981,7,374
3,33.62,35.605,7.0015,7,404
3,34.44,35.605,0.0,7,392
3,35.26,36.365,11.0014,7,331
3,36.08,37.12,15.0013,7,398
3,34.44,36.365,15.0013,7,349
3,33.62,35.605,19.0012,7,383
3,32.8,34.85,15.0013,7,305
3,31.16,34.09,19.0012,7,284
3,30.34,33.335,12.998,7,232
3,29.52,33.335,11.0014,7,201
3,29.52,33.335,19.0012,7,154
3,28.7,32.575,15.0013,7,144
3,28.7,32.575,11.0014,7,78
3,28.7,32.575,12.998,7,69
3,27.88,31.82,6.0032,7,33
3,27.88,31.82,6.0032,7,5
3,25.42,28.79,12.998,7,1
3,25.42,27.275,6.0032,7,3
3,26.24,28.79,12.998,7,25
3,27.88,31.82,15.0013,7,92
3,28.7,33.335,16.9979,7,181
3,30.34,34.85,11.0014,7,264
3,31.16,35.605,7.0015,7,390
3,32.8,37.88,7.0015,7,404
3,32.8,38.635,15.0013,7,421
3,33.62,39.395,16.9979,7,375
3,34.44,40.15,19.9995,7,376
3,34.44,40.15,19.9995,7,414
3,32.8,37.12,56.9969,7,358
3,32.8,37.12,56.9969,7,181
3,27.06,30.305,12.998,7,183
3,27.06,30.305,0.0,7,176
3,27.06,30.305,11.0014,7,167
3,27.06,30.305,7.0015,7,162
3,26.24,28.79,11.0014,7,147
3,26.24,28.79,8.9981,7,140
3,26.24,28.79,6.0032,7,119
3,26.24,28.79,0.0,7,63
3,26.24,29.545,0.0,7,26
3,27.06,30.305,6.0032,7,12
3,26.24,28.79,8.9981,7,4
3,26.24,28.79,11.0014,7,16
3,27.06,30.305,8.9981,7,36
3,28.7,33.335,7.0015,7,86
3,29.52,34.09,6.0032,7,238
3,31.16,34.85,6.0032,7,280
3,31.16,34.85,6.0032,7,349
3,31.98,35.605,0.0,7,447
3,31.98,35.605,0.0,7,423
3,32.8,36.365,0.0,7,408
3,33.62,37.12,6.0032,7,408
3,33.62,37.12,0.0,7,452
3,32.8,36.365,0.0,7,436
3,32.8,36.365,8.9981,7,418
3,31.98,35.605,11.0014,7,375
3,31.16,34.85,7.0015,7,386
3,30.34,34.09,7.0015,7,457
3,30.34,34.09,8.9981,7,326
3,29.52,34.09,7.0015,7,138
3,28.7,32.575,11.0014,7,55
3,28.7,32.575,7.0015,7,39
3,27.06,31.06,6.0032,7,13
3,27.06,31.06,15.0013,7,8
3,27.06,31.06,11.0014,7,5
3,27.06,31.06,0.0,7,20
3,27.06,31.06,6.0032,7,94
3,28.7,32.575,6.0032,7,270
3,29.52,34.09,8.9981,7,432
3,30.34,34.09,8.9981,7,227
3,31.16,34.85,7.0015,7,139
3,31.98,34.85,7.0015,7,172
3,32.8,36.365,7.0015,7,201
3,33.62,37.12,7.0015,7,203
3,32.8,37.12,11.0014,7,178
3,33.62,37.12,0.0,7,162
3,33.62,37.88,7.0015,7,281
3,33.62,37.88,7.0015,7,545
3,32.8,37.88,11.0014,7,496
3,32.8,38.635,8.9981,7,368
3,31.16,36.365,7.0015,7,284
3,31.98,37.12,16.9979,7,245
3,31.16,36.365,15.0013,7,155
3,30.34,34.85,11.0014,7,73
3,29.52,34.85,12.998,7,37
3,28.7,33.335,8.9981,7,15
3,28.7,33.335,6.0032,7,5
3,28.7,33.335,0.0,7,6
3,27.88,31.82,6.0032,7,6
3,27.88,31.82,6.0032,7,35
3,28.7,33.335,6.0032,7,121
3,29.52,34.85,0.0,7,312
3,29.52,34.85,7.0015,7,428
3,28.7,33.335,12.998,7,189
3,28.7,33.335,6.0032,7,43
3,29.52,34.85,0.0,7,127
3,30.34,34.85,6.0032,7,152
3,30.34,34.85,7.0015,7,140
3,31.16,36.365,19.0012,7,163
3,31.16,36.365,19.0012,7,185
3,31.16,36.365,16.9979,7,275
3,31.98,37.12,15.0013,7,596
3,31.16,35.605,12.998,7,563
3,30.34,34.85,15.0013,7,394
3,29.52,34.85,16.9979,7,312
3,28.7,33.335,12.998,7,241
3,28.7,33.335,12.998,7,186
3,27.88,31.82,15.0013,7,98
3,27.06,29.545,8.9981,7,35
3,27.06,29.545,12.998,7,16
3,27.06,29.545,12.998,7,8
3,26.24,28.03,7.0015,7,4
3,26.24,28.79,7.0015,7,4
3,26.24,28.79,7.0015,7,32
3,26.24,28.79,8.9981,7,118
3,27.06,29.545,7.0015,7,292
3,28.7,33.335,12.998,7,443
3,30.34,34.85,11.0014,7,179
3,31.98,37.12,0.0,7,101
3,33.62,38.635,8.9981,7,142
3,34.44,38.635,0.0,7,171
3,35.26,39.395,0.0,7,155
3,35.26,39.395,16.9979,7,160
3,35.26,39.395,16.9979,7,166
3,35.26,38.635,15.0013,7,265
3,35.26,37.88,16.9979,7,569
3,34.44,37.88,19.9995,7,562
3,33.62,38.635,19.0012,7,365
3,31.16,35.605,23.9994,7,285
3,30.34,34.09,11.0014,7,209
3,30.34,34.09,11.0014,7,182
3,29.52,34.09,0.0,7,129
3,30.34,34.85,7.0015,7,47
3,29.52,34.85,0.0,7,34
3,28.7,33.335,11.0014,7,22
3,27.88,31.82,7.0015,7,6
3,28.7,33.335,16.9979,7,11
3,27.88,31.82,16.9979,7,27
3,28.7,33.335,7.0015,7,102
3,28.7,33.335,12.998,7,332
3,29.52,34.85,16.9979,7,457
3,31.16,36.365,19.9995,7,241
3,30.34,34.85,23.9994,7,138
3,30.34,35.605,16.9979,7,165
3,31.16,36.365,19.0012,7,213
3,31.98,37.88,19.0012,7,229
3,32.8,39.395,23.9994,7,216
3,32.8,39.395,23.9994,7,141
3,27.88,31.82,30.0026,7,132
3,27.06,29.545,30.0026,7,167
3,27.06,30.305,6.0032,7,316
3,27.06,30.305,6.0032,7,270
3,27.06,30.305,11.0014,7,250
3,27.06,30.305,16.9979,7,204
3,27.06,30.305,12.998,7,169
3,27.06,30.305,6.0032,7,151
3,27.06,30.305,8.9981,7,121
3,26.24,28.79,7.0015,7,53
3,26.24,28.79,11.0014,7,55
3,26.24,28.79,8.9981,7,30
3,26.24,28.79,15.0013,7,6
3,25.42,28.03,11.0014,7,15
3,26.24,28.79,12.998,7,38
3,27.06,30.305,12.998,7,71
3,28.7,32.575,16.9979,7,182
3,30.34,34.09,19.0012,7,247
3,31.16,34.85,11.0014,7,264
3,31.98,34.85,19.9995,7,290
3,32.8,36.365,16.9979,7,366
3,33.62,37.12,15.0013,7,416
3,34.44,37.12,8.9981,7,373
3,34.44,36.365,6.0032,7,402
3,33.62,36.365,0.0,7,416
3,34.44,36.365,0.0,7,401
3,33.62,36.365,7.0015,7,378
3,31.16,34.85,11.0014,7,306
3,31.16,35.605,15.0013,7,314
3,30.34,34.09,11.0014,7,238
3,29.52,34.09,11.0014,7,214
3,29.52,33.335,12.998,7,140
3,28.7,32.575,11.0014,7,154
3,28.7,32.575,8.9981,7,113
3,27.88,31.82,6.0032,7,96
3,27.06,31.06,6.0032,7,25
3,27.06,31.06,6.0032,7,5
3,27.06,31.06,0.0,7,17
3,26.24,29.545,6.0032,7,25
3,28.7,32.575,6.0032,7,65
3,29.52,34.09,0.0,7,92
3,30.34,34.85,6.0032,7,169
3,31.16,34.85,8.9981,7,268
3,31.98,36.365,12.998,7,287
3,33.62,37.88,19.0012,7,377
3,32.8,36.365,19.9995,7,367
3,33.62,37.12,22.0028,7,349
3,34.44,37.12,19.0012,7,361
3,34.44,37.88,19.0012,7,372
3,34.44,37.12,15.0013,7,363
3,33.62,37.12,19.0012,7,363
3,32.8,37.12,22.0028,7,303
3,31.16,34.85,12.998,7,268
3,30.34,34.09,16.9979,7,227
3,30.34,34.85,15.0013,7,143
3,29.52,34.09,16.9979,7,72
3,28.7,32.575,12.998,7,35
3,28.7,32.575,19.0012,7,10
3,28.7,32.575,15.0013,7,12
3,27.88,31.82,11.0014,7,10
3,27.06,31.06,15.0013,7,4
3,27.06,31.06,8.9981,7,26
3,27.88,31.82,12.998,7,121
3,28.7,33.335,16.9979,7,317
3,30.34,34.85,19.0012,7,420
3,31.98,37.12,19.9995,7,208
3,32.8,37.88,23.9994,7,117
3,33.62,39.395,19.9995,7,128
3,34.44,40.15,19.0012,7,148
3,35.26,40.91,16.9979,7,141
3,35.26,41.665,19.0012,7,134
3,35.26,42.425,27.9993,7,146
3,35.26,42.425,26.0027,7,239
3,35.26,42.425,27.9993,7,514
3,35.26,41.665,26.0027,7,472
3,34.44,41.665,22.0028,7,373
3,29.52,34.85,27.9993,7,236
3,28.7,33.335,27.9993,7,130
3,29.52,34.85,8.9981,7,90
3,28.7,33.335,8.9981,7,55
3,28.7,33.335,8.9981,7,22
3,28.7,33.335,6.0032,7,14
3,28.7,33.335,7.0015,7,9
3,28.7,33.335,0.0,7,8
3,28.7,33.335,11.0014,7,6
3,28.7,33.335,6.0032,7,25
3,30.34,34.09,15.0013,7,115
3,31.16,34.85,12.998,7,330
3,31.16,35.605,15.0013,7,417
3,31.98,36.365,32.9975,7,176
3,33.62,38.635,11.0014,7,123
3,33.62,38.635,11.0014,7,125
3,35.26,39.395,19.9995,7,163
3,35.26,40.15,15.0013,7,136
3,36.9,42.425,19.9995,7,124
3,36.9,42.425,23.9994,7,148
3,35.26,39.395,19.0012,7,202
3,36.08,40.91,19.0012,7,428
3,35.26,40.15,19.9995,7,511
3,34.44,37.88,19.0012,7,337
3,33.62,37.12,12.998,7,308
3,33.62,37.12,7.0015,7,258
3,32.8,36.365,8.9981,7,194
3,31.98,35.605,0.0,7,79
3,31.16,35.605,0.0,7,46
3,31.16,34.85,0.0,7,12
3,31.16,34.85,0.0,7,5
3,30.34,34.09,12.998,7,4
3,30.34,34.09,16.9979,7,5
3,30.34,34.09,12.998,7,26
3,30.34,34.09,11.0014,7,121
3,31.16,34.85,16.9979,7,313
3,32.8,37.12,16.9979,7,449
3,33.62,37.12,12.998,7,186
3,33.62,37.88,12.998,7,113
3,34.44,37.12,11.0014,7,165
3,34.44,37.88,19.0012,7,174
3,33.62,37.88,8.9981,7,158
3,33.62,37.88,8.9981,7,116
3,26.24,28.03,8.9981,7,46
3,27.06,29.545,0.0,7,141
3,28.7,33.335,0.0,7,488
3,29.52,34.85,8.9981,7,463
3,28.7,33.335,7.0015,7,419
3,28.7,33.335,11.0014,7,342
3,28.7,33.335,7.0015,7,250
3,27.88,31.82,12.998,7,184
3,27.06,30.305,16.9979,7,116
3,27.06,31.06,19.9995,7,46
3,27.06,31.06,16.9979,7,25
3,26.24,31.06,19.9995,7,10
3,25.42,31.06,19.9995,7,6
3,25.42,31.06,16.9979,7,6
3,24.6,31.06,15.0013,7,28
3,24.6,30.305,15.0013,7,130
3,25.42,31.06,16.9979,7,334
3,26.24,31.06,23.9994,7,486
3,27.88,31.82,19.0012,7,224
3,28.7,31.82,16.9979,7,127
3,29.52,32.575,15.0013,7,148
3,30.34,32.575,16.9979,7,223
3,31.16,33.335,22.0028,7,177
3,30.34,32.575,19.0012,7,178
3,31.16,33.335,19.9995,7,180
3,31.16,33.335,8.9981,7,274
3,30.34,32.575,8.9981,7,595
3,29.52,32.575,12.998,7,578
3,29.52,32.575,15.0013,7,400
3,28.7,31.82,15.0013,7,348
3,27.06,31.06,8.9981,7,261
3,26.24,31.06,6.0032,7,176
3,26.24,30.305,16.9979,7,124
3,25.42,29.545,15.0013,7,80
3,25.42,29.545,12.998,7,20
3,24.6,28.79,11.0014,7,38
3,24.6,29.545,12.998,7,7
3,24.6,29.545,11.0014,7,10
3,24.6,29.545,8.9981,7,23
3,24.6,29.545,7.0015,7,120
3,26.24,30.305,7.0015,7,274
3,26.24,30.305,16.9979,7,564
3,27.88,31.82,12.998,7,207
3,27.06,31.06,11.0014,7,166
3,28.7,32.575,8.9981,7,210
3,28.7,32.575,12.998,7,238
3,28.7,32.575,12.998,7,247
3,28.7,32.575,12.998,7,265
3,29.52,32.575,11.0014,7,237
3,29.52,33.335,12.998,7,361
3,30.34,33.335,16.9979,7,587
3,29.52,32.575,15.0013,7,496
3,28.7,31.82,15.0013,7,394
3,28.7,32.575,15.0013,7,343
3,27.06,31.06,7.0015,7,261
3,27.06,31.06,15.0013,7,223
3,26.24,31.06,11.0014,7,167
3,25.42,30.305,12.998,7,110
3,24.6,29.545,7.0015,7,75
3,24.6,29.545,8.9981,7,58
3,24.6,28.79,8.9981,7,26
3,24.6,29.545,6.0032,7,16
3,23.78,27.275,6.0032,7,10
3,24.6,28.79,11.0014,7,37
3,25.42,29.545,8.9981,7,52
3,27.06,31.06,11.0014,7,127
3,28.7,32.575,15.0013,7,222
3,29.52,33.335,12.998,7,322
3,30.34,33.335,15.0013,7,396
3,31.16,34.09,19.0012,7,463
3,31.16,34.09,19.9995,7,497
3,30.34,33.335,19.9995,7,433
3,31.16,34.09,22.0028,7,428
3,31.16,34.09,19.0012,7,425
3,31.16,34.09,15.0013,7,475
3,31.16,34.09,19.0012,7,428
3,30.34,34.09,12.998,7,406
3,29.52,33.335,15.0013,7,296
3,28.7,32.575,15.0013,7,252
3,28.7,32.575,19.0012,7,201
3,27.88,31.82,15.0013,7,168
3,27.06,31.06,15.0013,7,125
3,26.24,30.305,12.998,7,102
3,26.24,30.305,15.0013,7,94
3,26.24,30.305,15.0013,7,47
3,25.42,29.545,11.0014,7,10
3,26.24,30.305,15.0013,7,12
3,25.42,29.545,11.0014,7,21
3,26.24,30.305,11.0014,7,50
3,27.88,31.82,15.0013,7,118
3,29.52,33.335,15.0013,7,184
3,30.34,34.09,15.0013,7,304
3,31.16,34.85,19.0012,7,391
3,31.16,34.85,19.0012,7,420
3,32.8,37.12,19.9995,7,472
3,32.8,37.12,23.9994,7,430
3,33.62,37.12,19.9995,7,324
3,32.8,36.365,19.9995,7,317
3,32.8,37.12,26.0027,7,369
3,32.8,36.365,19.9995,7,390
3,31.16,34.85,19.0012,7,379
3,31.16,35.605,16.9979,7,262
3,30.34,34.09,15.0013,7,207
3,29.52,34.09,15.0013,7,181
3,28.7,33.335,8.9981,7,93
3,28.7,33.335,8.9981,7,51
3,28.7,33.335,15.0013,7,25
3,27.06,30.305,15.0013,7,10
3,27.06,30.305,12.998,7,7
3,26.24,29.545,11.0014,7,4
3,26.24,29.545,7.0015,7,17
3,26.24,28.79,7.0015,7,105
3,27.88,31.82,15.0013,7,277
3,28.7,32.575,12.998,7,347
3,30.34,34.85,15.0013,7,203
3,31.16,35.605,12.998,7,130
3,32.8,37.88,6.0032,7,141
3,32.8,38.635,12.998,7,165
3,33.62,39.395,16.9979,7,152
3,33.62,39.395,22.0028,7,138
3,34.44,40.15,22.0028,7,164
3,34.44,40.15,19.0012,7,265
3,34.44,39.395,22.0028,7,545
3,33.62,38.635,23.9994,7,558
3,32.8,37.88,15.0013,7,398
3,31.98,37.12,15.0013,7,323
3,30.34,34.85,12.998,7,202
3,31.16,36.365,15.0013,7,140
3,30.34,34.85,11.0014,7,91
3,30.34,34.85,7.0015,7,51
3,30.34,34.85,8.9981,7,13
3,29.52,34.09,11.0014,7,13
3,29.52,34.09,11.0014,7,3
3,29.52,34.09,8.9981,7,5
3,28.7,33.335,7.0015,7,19
3,29.52,34.85,7.0015,7,134
3,30.34,34.85,11.0014,7,315
3,31.16,36.365,11.0014,7,412
3,32.8,39.395,8.9981,7,199
3,33.62,39.395,11.0014,7,141
3,33.62,40.15,0.0,7,127
3,34.44,40.91,6.0032,7,153
3,35.26,41.665,7.0015,7,172
3,35.26,40.91,12.998,7,152
3,36.08,40.91,12.998,7,158
3,36.9,42.425,19.9995,7,277
3,32.8,40.15,0.0,7,513
3,32.8,40.15,8.9981,7,530
3,31.16,37.12,12.998,7,388
3,30.34,36.365,6.0032,7,277
3,30.34,35.605,8.9981,7,241
3,30.34,35.605,0.0,7,156
3,29.52,34.85,11.0014,7,92
3,29.52,34.09,15.0013,8,29
3,29.52,34.85,12.998,8,17
3,28.7,33.335,7.0015,8,11
3,28.7,33.335,11.0014,8,4
3,27.06,30.305,8.9981,8,4
3,27.06,30.305,7.0015,8,26
3,27.06,30.305,6.0032,8,100
3,30.34,34.09,0.0,8,282
3,32.8,36.365,12.998,8,382
3,33.62,37.12,0.0,8,166
3,35.26,37.88,11.0014,8,97
3,36.08,38.635,11.0014,8,119
3,36.9,40.15,16.9979,8,168
3,36.9,40.15,19.9995,8,150
3,37.72,40.91,12.998,8,123
3,36.9,39.395,0.0,8,129
3,36.9,39.395,0.0,8,231
3,31.16,34.09,19.9995,8,514
3,31.98,34.85,12.998,8,543
3,30.34,33.335,15.0013,8,413
3,29.52,34.09,15.0013,8,305
3,28.7,32.575,16.9979,8,220
3,28.7,32.575,6.0032,8,137
3,27.88,31.82,12.998,8,96
3,27.06,31.06,0.0,8,29
3,27.06,31.06,7.0015,8,12
3,27.88,31.82,0.0,8,8
3,27.06,31.06,12.998,8,5
3,27.06,31.06,7.0015,8,10
3,27.06,31.06,8.9981,8,21
3,27.88,31.82,7.0015,8,117
3,29.52,33.335,19.0012,8,335
3,30.34,34.09,19.0012,8,435
3,31.98,34.85,19.9995,8,213
3,33.62,36.365,19.9995,8,140
3,34.44,36.365,27.9993,8,128
3,35.26,37.12,19.0012,8,157
3,35.26,37.12,15.0013,8,203
3,36.9,38.635,19.0012,8,159
3,36.9,38.635,19.0012,8,168
3,36.9,38.635,19.0012,8,274
3,36.9,39.395,8.9981,8,556
3,35.26,37.88,12.998,8,556
3,35.26,37.88,15.0013,8,454
3,33.62,37.88,16.9979,8,288
3,32.8,37.12,15.0013,8,254
3,31.98,37.12,11.0014,8,191
3,32.8,37.12,11.0014,8,132
3,32.8,37.12,11.0014,8,43
3,31.98,35.605,11.0014,8,16
3,31.98,35.605,11.0014,8,11
3,31.16,34.85,6.0032,8,4
3,31.16,34.85,11.0014,8,7
3,31.16,34.85,6.0032,8,24
3,29.52,34.09,32.9975,8,110
3,30.34,33.335,15.0013,8,271
3,30.34,33.335,11.0014,8,437
3,30.34,34.09,12.998,8,195
3,30.34,34.09,6.0032,8,68
3,30.34,34.09,7.0015,8,122
3,31.16,34.85,8.9981,8,161
3,31.16,35.605,15.0013,8,144
3,31.16,35.605,15.0013,8,147
3,28.7,33.335,8.9981,8,118
3,27.88,31.82,0.0,8,150
3,28.7,33.335,0.0,8,425
3,28.7,33.335,0.0,8,492
3,28.7,33.335,0.0,8,321
3,28.7,33.335,7.0015,8,87
3,27.88,31.82,8.9981,8,88
3,27.88,31.82,7.0015,8,77
3,27.88,31.82,6.0032,8,56
3,27.88,31.82,6.0032,8,17
3,27.06,29.545,6.0032,8,17
3,27.06,29.545,6.0032,8,7
3,27.06,29.545,6.0032,8,3
3,27.88,31.82,0.0,8,7
3,27.88,31.82,0.0,8,20
3,27.88,31.82,19.9995,8,97
3,27.88,31.82,19.9995,8,282
3,28.7,32.575,23.9994,8,398
3,29.52,34.85,22.0028,8,187
3,29.52,33.335,19.9995,8,113
3,30.34,34.85,15.0013,8,149
3,31.16,35.605,15.0013,8,205
3,31.16,35.605,0.0,8,205
3,32.8,37.88,11.0014,8,167
3,32.8,37.88,16.9979,8,165
3,31.16,35.605,22.0028,8,290
3,31.16,35.605,22.0028,8,555
3,28.7,33.335,19.9995,8,523
3,28.7,33.335,19.0012,8,366
3,28.7,33.335,12.998,8,286
3,28.7,33.335,12.998,8,211
3,27.88,31.82,12.998,8,174
3,27.06,31.06,7.0015,8,132
3,27.06,31.06,7.0015,8,54
3,26.24,29.545,6.0032,8,19
3,27.06,31.06,0.0,8,19
3,26.24,29.545,6.0032,8,6
3,26.24,29.545,8.9981,8,7
3,26.24,29.545,6.0032,8,16
3,26.24,29.545,8.9981,8,101
3,27.06,30.305,8.9981,8,270
3,28.7,32.575,15.0013,8,454
3,29.52,33.335,7.0015,8,226
3,30.34,34.09,8.9981,8,163
3,31.16,34.85,16.9979,8,147
3,31.16,34.85,16.9979,8,216
3,31.98,35.605,16.9979,8,204
3,31.98,35.605,16.9979,8,245
3,31.16,34.85,16.9979,8,210
3,32.8,37.12,16.9979,8,330
3,31.98,35.605,19.9995,8,550
3,31.16,34.85,16.9979,8,466
3,30.34,34.09,16.9979,8,372
3,29.52,33.335,15.0013,8,291
3,28.7,32.575,12.998,8,173
3,28.7,32.575,15.0013,8,188
3,27.88,31.82,15.0013,8,139
3,27.06,30.305,12.998,8,133
3,27.06,30.305,11.0014,8,67
3,27.06,30.305,15.0013,8,53
3,27.06,30.305,11.0014,8,42
3,27.06,30.305,11.0014,8,10
3,26.24,28.79,6.0032,8,6
3,26.24,28.79,7.0015,8,27
3,27.88,31.82,11.0014,8,63
3,27.88,31.82,11.0014,8,121
3,30.34,34.85,15.0013,8,215
3,30.34,34.85,19.0012,8,290
3,31.98,37.12,15.0013,8,349
3,32.8,37.88,15.0013,8,382
3,32.8,38.635,22.0028,8,441
3,33.62,38.635,16.9979,8,380
3,34.44,40.15,16.9979,8,362
3,30.34,35.605,11.0014,8,343
3,30.34,35.605,11.0014,8,149
3,29.52,34.85,30.0026,8,211
3,29.52,35.605,16.9979,8,171
3,29.52,34.85,19.0012,8,137
3,28.7,33.335,22.0028,8,114
3,28.7,33.335,22.0028,8,120
3,28.7,33.335,19.0012,8,108
3,28.7,33.335,19.0012,8,80
3,28.7,33.335,16.9979,8,73
3,28.7,33.335,15.0013,8,66
3,28.7,33.335,8.9981,8,32
3,28.7,33.335,8.9981,8,6
3,28.7,33.335,12.998,8,5
3,28.7,33.335,11.0014,8,13
3,28.7,33.335,12.998,8,39
3,29.52,34.85,12.998,8,89
3,31.16,37.12,7.0015,8,184
3,32.8,40.15,8.9981,8,266
3,33.62,41.665,0.0,8,269
3,36.9,42.425,19.9995,8,370
3,36.9,42.425,19.9995,8,324
3,35.26,40.15,12.998,8,322
3,29.52,34.85,19.9995,8,326
3,29.52,34.85,19.9995,8,193
3,30.34,35.605,43.0006,8,194
3,29.52,34.85,6.0032,8,229
3,29.52,34.85,11.0014,8,228
3,29.52,35.605,8.9981,8,183
3,29.52,35.605,7.0015,8,136
3,28.7,33.335,12.998,8,103
3,28.7,33.335,7.0015,8,55
3,28.7,33.335,7.0015,8,30
3,27.88,31.82,8.9981,8,12
3,27.06,29.545,0.0,8,7
3,27.06,29.545,0.0,8,1
3,27.06,29.545,7.0015,8,10
3,28.7,33.335,6.0032,8,15
3,28.7,32.575,19.0012,8,95
3,29.52,34.09,19.9995,8,267
3,30.34,34.09,22.0028,8,349
3,31.16,34.85,26.0027,8,183
3,32.8,37.12,26.0027,8,124
3,33.62,37.12,23.9994,8,179
3,33.62,37.88,16.9979,8,182
3,34.44,37.88,19.9995,8,151
3,33.62,37.12,19.9995,8,150
3,34.44,37.88,19.9995,8,126
3,35.26,38.635,19.0012,8,282
3,35.26,38.635,11.0014,8,527
3,34.44,37.88,8.9981,8,529
3,33.62,37.12,7.0015,8,416
3,32.8,37.88,0.0,8,286
3,31.16,35.605,6.0032,8,186
3,31.16,35.605,7.0015,8,147
3,30.34,34.85,7.0015,8,72
3,29.52,34.85,8.9981,8,35
3,29.52,34.09,0.0,8,14
3,29.52,34.09,0.0,8,12
3,29.52,34.09,0.0,8,3
3,28.7,33.335,0.0,8,7
3,28.7,32.575,6.0032,8,30
3,29.52,33.335,0.0,8,101
3,29.52,34.85,7.0015,8,343
3,30.34,34.85,0.0,8,392
3,31.98,37.12,8.9981,8,175
3,32.8,38.635,15.0013,8,144
3,32.8,38.635,15.0013,8,149
3,33.62,39.395,12.998,8,185
3,34.44,39.395,11.0014,8,175
3,35.26,39.395,19.0012,8,148
3,35.26,38.635,19.0012,8,164
3,35.26,38.635,19.9995,8,285
3,32.8,37.88,11.0014,8,532
3,32.8,37.88,12.998,8,585
3,32.8,37.12,7.0015,8,371
3,32.8,36.365,12.998,8,292
3,31.98,34.85,16.9979,8,230
3,31.98,34.85,19.9995,8,155
3,31.16,34.09,19.0012,8,75
3,30.34,33.335,15.0013,8,37
3,29.52,33.335,12.998,8,17
3,29.52,33.335,11.0014,8,11
3,28.7,32.575,11.0014,8,4
3,28.7,32.575,8.9981,8,5
3,27.88,31.82,6.0032,8,32
3,27.88,31.82,0.0,8,119
3,28.7,32.575,6.0032,8,305
3,30.34,33.335,12.998,8,399
3,31.16,34.09,15.0013,8,180
3,32.8,36.365,15.0013,8,113
3,32.8,35.605,26.0027,8,149
3,33.62,36.365,19.9995,8,240
3,33.62,36.365,19.0012,8,191
3,34.44,36.365,22.0028,8,178
3,35.26,37.12,22.0028,8,194
3,35.26,37.12,19.9995,8,282
3,34.44,35.605,19.9995,8,584
3,33.62,35.605,19.9995,8,559
3,32.8,34.85,16.9979,8,413
3,31.16,33.335,8.9981,8,312
3,31.16,33.335,7.0015,8,209
3,30.34,32.575,0.0,8,139
3,30.34,32.575,6.0032,8,108
3,28.7,31.82,7.0015,8,46
3,28.7,31.82,8.9981,8,26
3,27.06,31.06,8.9981,8,11
3,26.24,31.06,8.9981,8,9
3,26.24,31.06,11.0014,8,5
3,26.24,31.06,12.998,8,25
3,25.42,30.305,11.0014,8,106
3,27.06,31.06,8.9981,8,307
3,28.7,31.82,11.0014,8,390
3,29.52,32.575,15.0013,8,197
3,30.34,32.575,16.9979,8,132
3,31.16,33.335,16.9979,8,187
3,31.98,34.09,16.9979,8,214
3,31.16,33.335,15.0013,8,217
3,32.8,34.85,0.0,8,142
3,32.8,34.85,19.9995,8,178
3,32.8,34.85,12.998,8,298
3,32.8,34.85,16.9979,8,582
3,31.98,34.09,6.0032,8,571
3,30.34,32.575,12.998,8,371
3,29.52,32.575,8.9981,8,288
3,28.7,32.575,6.0032,8,206
3,28.7,32.575,0.0,8,157
3,27.06,31.06,11.0014,8,127
3,26.24,31.06,11.0014,8,65
3,26.24,31.06,8.9981,8,23
3,25.42,31.06,12.998,8,15
3,25.42,31.06,11.0014,8,9
3,25.42,31.06,8.9981,8,5
3,24.6,31.06,8.9981,8,26
3,25.42,31.06,8.9981,8,76
3,26.24,31.06,11.0014,8,264
3,27.88,31.82,15.0013,8,426
3,29.52,32.575,8.9981,8,205
3,30.34,32.575,7.0015,8,130
3,31.16,33.335,0.0,8,156
3,32.8,34.85,0.0,8,222
3,31.98,34.09,6.0032,8,253
3,32.8,34.85,12.998,8,186
3,32.8,34.85,11.0014,8,249
3,33.62,35.605,0.0,8,334
3,33.62,35.605,0.0,8,516
3,31.16,34.09,19.9995,8,465
3,30.34,33.335,15.0013,8,385
